name,coreName,curricularObjectiveName,levelNames,classroomNames,position
"Nombra o señala algunos lugares y/o instituciones de su entorno. Ejemplo: consultorio, jardín infantil, comisaría de carabineros, compañía de bomberos, entre otros.",Comprensión del Entorno Sociocultural,"Identificar instituciones significativas de su entorno, describiendo actividades rutinas representativas que en ellas se realizan.",Nivel Medio Menor,,1
"Nombra o señala normas de protección y seguridad referidas a las experiencias educativas. Ejemplo: tomarse de la mano si salen del jardín, no correr con las manos en los bolsillos, entre otros.",Comprensión del Entorno Sociocultural,"Identificar algunas normas de protección y seguridad de su entorno cotidiano referidas a alimentación, tránsito y sismos, y otras pertinentes a su contexto geográfico.",Nivel Medio Menor,,1
"Nombra o señala elementos de la naturaleza (árboles, ríos,montañas, entre otros) y elementos culturales (estatuas, edificios,plazas, entre otros).",Comprensión del Entorno Sociocultural,"Distinguir en paisajes de su localidad, elementos naturales (bosque, cerros, ríos), y culturales (caminos, edificios, puentes).",Nivel Medio Menor,,1
"Repite patrones (corporales, auditivos, visuales, de capacidad, entre otros) de dos elementos. Ejemplo: dado el patrón argolla grande, argolla chica , el niño lo continúa argolla grande, argolla chica .",Pensamiento Matemático,"Reproducir patrones sonoros, visuales, gestuales, corporales u otros, de dos o tres elementos.",Nivel Medio Menor,,1
"Agrupa elementos considerando un atributo a la vez. Ejemplo: agrupa las frutas de acuerdo al tipo de fruta, junta los lápices por color, entre otros.",Pensamiento Matemático,"Experimentar con diversos objetos, estableciendo relaciones al clasificar por dos atributos a la vez (forma, color, entre otros) y seriar por altura o longitud",Nivel Medio Menor,,1
Compara dos objetos de acuerdo a su altura o longitud. Ejemplo: entre dos lápices dice cuál es más corto y cuál es más largo.,Pensamiento Matemático,"Experimentar con diversos objetos, estableciendo relaciones al clasificar por dos atributos a la vez (forma, color, entre otros) y seriar por altura o longitud",Nivel Medio Menor,,1
"Utiliza conceptos espaciales de ubicación y distancia para describir la posición de personas y objetos en relación a sí mismo. Por ejemplo: la bandera está arriba, el perro está afuera, el libro está cerca, entre otros.",Pensamiento Matemático,"Describir la posición de objetos y personas, respecto de un punto u objeto de referencia, empleando conceptos de ubicación y distancia tales como: dentro/fuera; encima/debajo; cerca /lejos.",Nivel Medio Menor,,1
"Nombra o identifica en dibujos nociones y relaciones de secuencias temporales breves (día/noche, mañana/tarde, antes/después). Ejemplo: dice estamos en la mañana , indica que en la noche duerme, entre otros.",Pensamiento Matemático,"Orientarse temporalmente en situaciones cotidianas, mediante la utilización progresiva de algunas nociones y relaciones de secuencias, tales como: antes/después, día/noche, hoy/mañana.",Nivel Medio Menor,,1
"Utiliza cuantificadores simples (muchos/pocos, todo/ninguno, más/menos, entre otros) para describir elementos. Ejemplo: hay muchos lápices, no hay ninguna manzana, entre otros.",Pensamiento Matemático,"Emplear cuantificadores, tales como: más/menos, mucho/poco, todo/ninguno, al comparar cantidades de objetos en situaciones cotidianas.",Nivel Medio Menor,,1
"Usa los números para representar cantidades y contar hasta el cinco en situaciones de la vida diaria. Ejemplo: muestra con los dedos cuántos años tiene, cuenta cuántos dedos tiene, entre otros.",Pensamiento Matemático,"Emplear progresivamente los números, para contar, identificar, cuantificar y comparar cantidades, hasta el 10 e indicar orden o posición de algunos elementos en situaciones cotidianas o juegos.",Nivel Medio Menor,,1
Representa concreta y pictóricamente (con dibujos o símbolos) números y cantidades al menos hasta el cinco.,Pensamiento Matemático,"Representar progresivamente, números y cantidades en forma concreta y pictórica hasta el 10.",Nivel Medio Menor,,1
"Resuelve problemas simples agregando hasta cinco elementos. Ejemplo:si tiene dos manzanas, dibuja las manzanas que le faltan para darles a cinco compañeras, entre otros.",Pensamiento Matemático,"Resolver progresivamente problemas simples, de manera concreta y pictórica, agregando o quitando hasta 5 elementos.",Nivel Medio Menor,,1
"Nombra o señala distintas figuras 3d (cuerpos geométricos) tales como cilindro, cubo, esfera, entre otros.",Pensamiento Matemático,"Descubrir atributos de figuras 3D, mediante la exploración de objetos presentes en su entorno.",Nivel Medio Menor,,1
"Describe algunas acciones que realizó para lograr una meta. Ejemplo:dice que le pego con un palo a la pelota para sacarla de debajo de lamesa, entre otros.",Pensamiento Matemático,Identificar algunas acciones que se llevaron a cabo para resolver problemas.,Nivel Medio Menor,,1
"Vocaliza, patalea tratando de llamar la atención de personas conocidas cuando percibe que están cerca.",Identidad y Autonomía,"Expresar vocal, gestual o corporalmente distintas necesidades o emociones (alegría, miedo, pena, entre otras).",Sala Cuna Menor,,1
"Se conforta, acurrucándose en brazos del adulto significativo.",Identidad y Autonomía,Manifestar satisfacción cuando percibe que adultos significativos le expresan afecto,Sala Cuna Menor,,1
Se calma cuando aparece un adulto significativo.,Identidad y Autonomía,"Reconocer algunas emociones en adultos significativos, reaccionando frente a ellas.",Sala Cuna Menor,,1
Sonríe o vocaliza frente a situaciones u objetos que le atraen.,Identidad y Autonomía,"Manifestar sus preferencias por algunas situaciones, objetos y juegos.",Sala Cuna Menor,,1
Reacciona cuando se le nombra. Ejemplo: girando la cabeza y mirando a quien lo nombra,Identidad y Autonomía,"Manifestar interés por nuevas situaciones u objetos, ampliando su campo y repertorio de acción habitual.",Sala Cuna Menor,,1
Reconoce su imagen física en el espejo.,Identidad y Autonomía,"Reconocer algunos rasgos distintivos de su identidad, tales como: su nombre y su imagen física en el espejo.",Sala Cuna Menor,,1
Se adapta a rutinas básicas relacionadas con alimentación en la sala cuna.,Identidad y Autonomía,"Incorporar rutinas básicas vinculadas a la alimentación, vigilia, sueño, higiene, y vestuario dentro de un contexto diferente a su hogar y sensible a sus necesidades personales.",Sala Cuna Menor,,1
Se adapta a rutinas básicas relacionadas con descanso en la sala cuna.,Identidad y Autonomía,"Incorporar rutinas básicas vinculadas a la alimentación, vigilia, sueño, higiene, y vestuario dentro de un contexto diferente a su hogar y sensible a sus necesidades personales.",Sala Cuna Menor,,3
Mantiene la mirada en la interacción con un adulto significativo.,Convivencia y Ciudadanía,"Interactuar con pares y adultos significativos (a través de gestos y vocalizaciones,entre otros), en diferentes situaciones y juegos.",Sala Cuna Menor,,1
Balbucea en respuesta a quien le habla.,Convivencia y Ciudadanía,"Interactuar con pares y adultos significativos (a través de gestos y vocalizaciones,entre otros), en diferentes situaciones y juegos.",Sala Cuna Menor,,3
Sonríe y agita los brazos ante la presencia de un adulto conocido.,Convivencia y Ciudadanía,"Disfrutar de la cercanía de niños, niñas y adultos en juegos y situaciones cotidianas.",Sala Cuna Menor,,1
"Interactua con sus pares cuando a este le sucede algo, realizando alguna acción de contención y amor.",Convivencia y Ciudadanía,"Manifestar interés por lo que le sucede a otros niños y niñas, a través de acciones tales como: abrazar a quien está llorando, hacer cariños, entre otros.",Sala Cuna Menor,,1
Mira poniendo atención a las personas y objetos de su entorno.,Convivencia y Ciudadanía,Manifestar interés por participar en celebraciones de su entorno significativo.,Sala Cuna Menor,,1
Saluda o se despide a través de gestos.,Convivencia y Ciudadanía,"Practicar algunas normas de convivencia, tales como: sentarse en su silla para almorzar, saludar, despedirse, y colaborar en acciones cotidianas.",Sala Cuna Menor,,1
"Responde ante acciones o gestos positivamente al cambio de comportamiento, frente algún requerimiento del adulto que vela por su bienestrar.",Convivencia y Ciudadanía,"Manifestar disposición para responder positivamente o cambiar su comportamiento, frente a requerimientos del adulto, asociados a su seguridad y bienestar.",Sala Cuna Menor,,1
Se calma al salir de un estado de incomodidad corporal.,Corporalidad y movimiento,"Manifestar su agrado, al sentirse cómodo, seguro y contenido corporalmente.",Sala Cuna Menor,,1
Se observa las manos y los pies mientras los mueven en el aire.,Corporalidad y movimiento,"Descubrir partes de su cuerpo y algunas de sus características físicas, a través de diversas experiencias sensoriomotrices.",Sala Cuna Menor,,1
Se lleva las manos a la boca.,Corporalidad y movimiento,"Descubrir partes de su cuerpo y algunas de sus características físicas, a través de diversas experiencias sensoriomotrices.",Sala Cuna Menor,,3
Disfruta de moverse libremente sobre la colchoneta o en su cuna.,Corporalidad y movimiento,Manifestar interés y satisfacción al moverse libremente en situaciones cotidianas y lúdicas.,Sala Cuna Menor,,1
Intenta tomar objetos pequeños con toda la mano.,Corporalidad y movimiento,"Ampliar sus posibilidades de exploración sensoriomotriz, adquiriendo control de la prensión palmar voluntaria (toma objetos, se pasa objetos de una mano a otra, entre otros) y la postura sedente.",Sala Cuna Menor,,1
Toma un objeto en cada mano.,Corporalidad y movimiento,"Ampliar sus posibilidades de exploración sensoriomotriz, adquiriendo control de la prensión palmar voluntaria (toma objetos, se pasa objetos de una mano a otra, entre otros) y la postura sedente.",Sala Cuna Menor,,3
Se para con apoyo.,Corporalidad y movimiento,"Adquirir desplazamiento gradual en sus distintas formas (girar, reptar, ponerse de pie, caminar), para disfrutar la ampliación de sus posibilidades de movimiento, exploración y juego.",Sala Cuna Menor,,1
Camina solo.,Corporalidad y movimiento,"Adquirir desplazamiento gradual en sus distintas formas (girar, reptar, ponerse de pie, caminar), para disfrutar la ampliación de sus posibilidades de movimiento, exploración y juego.",Sala Cuna Menor,,3
Intenta tomar objetos pequeños con el pulgar contraponiéndolo con los otros dedos.,Corporalidad y movimiento,"Coordinar movimientos de manipulación ubicando objetos en relación a su propio cuerpo, tales como: acercar objetos pequeños utilizando índice y pulgar en oposición.",Sala Cuna Menor,,1
Se desplaza arrastrándose o gateando.,Corporalidad y movimiento,"Explorar la alternancia de posturas y movimientos en acciones tales como: trepar, lanzar objetos o hacer ronda, adquiriendo control gradual de su cuerpo al jugar.",Sala Cuna Menor,,1
"Se expresa por medio de balbuceos (sonidos bisilábicos), vocalizaciones y gestos. Ejemplo: dice “ba ba” para pedir algo.",Lenguaje Verbal,"Expresar oralmente sus emociones y necesidades, a través de balbuceos, vocalizaciones y diversos recursos gestuales.",Sala Cuna Menor,,1
Alterna el turno de habla al comunicarse con otros.,Lenguaje Verbal,"Expresar oralmente sus necesidades e intereses, mediante la combinación de palabras y gestos, el uso de palabra-frase y progresivamente el empleo de frases simples",Sala Cuna Menor,,1
"Mantiene la mirada sobre un objeto en conjunto con un adulto significativo. Ejemplo: el adulto muestra un muñeco y dice “mira el muñeco”, el niño traslada la mirada desde la persona al muñeco que le muestra el adulto.",Lenguaje Verbal,"Identificar progresivamente la intención comunicativa de las distintas personas de su entorno a partir de sus expresiones verbales, no verbales y paraverbales.",Sala Cuna Menor,,1
"Muestra algunos objetos del entorno familiar, al ser nombrados por un adulto. Ejemplo: adulto “¿dónde está la mamadera?”, niño o niña señala o toma la mamadera.",Lenguaje Verbal,"Comprender mensajes simples y breves en juegos y situaciones comunicativas cotidianas, respondiendo en forma gestual y corporal.",Sala Cuna Menor,,1
"Vuelve la cabeza o mira hacia el lugar de donde viene el sonido de un objeto (artefactos, instrumentos, etc.).",Lenguaje Verbal,"Reconocer sonidos de diferentes fuentes sonoras de su entorno cotidiano, tales como objetos, artefactos, instrumentos musicales, animales, naturaleza.",Sala Cuna Menor,,1
"Dice algunas palabras. Ejemplo: mamá, papá, tata, agua.",Lenguaje Verbal,"Incorporar nuevas palabras a su repertorio lingüístico para comunicarse con otros, en juegos y conversaciones.",Sala Cuna Menor,,1
Manipula libros de cuentos.,Lenguaje Verbal,"Disfrutar de distintos textos gráficos (libros de cuentos, láminas, entre otros) al manipularlos y observar sus imágenes",Sala Cuna Menor,,1
"Disfruta de experiencias sensoriales asociadas a sonidos, texturas, colores, luminosidad del entorno. Ejemplo: se pasa una manta suave por la cara, disfruta del paso de la luz por entre las hojas.",Lenguaje Artístico,"Manifestar interés por los sonidos, las texturas, los colores y la luminosidad de su entorno, respondiendo a través de diversas formas, tales como balbuceo, gestos, sonrisas, entre otros.",Sala Cuna Menor,,1
"Agita o golpea objetos para hacerlos sonar, repitiendo los movimientos.",Lenguaje Artístico,"Producir sonidos con su voz, su cuerpo y diversos objetos sonoros, en forma espontánea o por imitación.",Sala Cuna Menor,,1
Imita gestos mientras se le cantan canciones que le gustan.,Lenguaje Artístico,"Imitar gestos, movimientos, sonidos de su entorno significativo, a través de diversos medios.",Sala Cuna Menor,,1
Realiza movimientos cuando escucha una canción que le gusta.,Lenguaje Artístico,"Manifestar sus preferencias por recursos expresivos presentes en piezas musicales, visuales, y escénicas, a través de gestos, movimientos, palabras, entre otros.",Sala Cuna Menor,,1
Vocaliza mientras se cantan canciones que le gustan.,Lenguaje Artístico,"Expresar corporalmente las emociones y sensaciones que le provocan algunas piezas musicales, bailando, cantando e intentando seguir el ritmo",Sala Cuna Menor,,1
"Explora sus posibilidades de expresión con materiales plásticos (pintura, lápices gruesos).",Lenguaje Artístico,"Experimentar sus posibilidades de expresión plástica a través de diversos recursos, produciendo sus primeros garabateos espontáneos.",Sala Cuna Menor,,1
"Reacciona frente a sonidos de su entorno como agua, pájaros, pasos, zumbidos. Ejemplo: se desplaza al lugar, realiza gestos de atención como levantar el dedo apuntando hacia la fuente de sonido, usa palabra frase, realiza gestos de pregunta.",Exploración del Entorno Natural,"Manifestar curiosidad y asombro por algunos elementos, situaciones y fenómenos que ocurren en su entorno natural cercano, tales como: arena, lluvia, viento, entre otros.",Sala Cuna Menor,,1
"Distingue algunos animales. Ejemplo: al observar láminas, emite sonidos onomatopéyicos de los animales que observa o los nombra.",Exploración del Entorno Natural,"Reconocer algunos elementos representativos de su entorno natural, tales como: animales, plantas, ríos, cerros, desierto.",Sala Cuna Menor,,1
"Manipula objetos o elementos de la naturaleza como hojas, ramitas, pétalos.",Exploración del Entorno Natural,"Explorar su entorno, observando, manipulando y experimentando con diversos materiales de su interés, tales como: mezclar agua con tierra, recoger hojas o ramas, trasladar piedras, hacer huellas.",Sala Cuna Menor,,1
"Juega a representaciones sencillas con objetos familiares. Ejemplo: hablar por teléfono, tapar una muñeca como si fuera una guagua.",Comprensión del Entorno Sociocultural,Imitar gestos y acciones que realizan personas de su entorno cercano.,Sala Cuna Menor,,1
Agita los brazos y sonríe cuando anticipa que será tomado en brazos.,Comprensión del Entorno Sociocultural,"Identificar algunas actividades habituales que se realizan en su vida cotidiana, tales como: preparación de alimentos, rutinas antes de dormir, entre otras.",Sala Cuna Menor,,1
Se ríe con juegos y canciones que le gustan.,Comprensión del Entorno Sociocultural,"Manifestar interés por canciones, juegos y bailes que forman parte de su cotidianeidad.",Sala Cuna Menor,,1
"Toca, coge y se lleva a la boca objetos que están a su alcance (cuchara, pocillos, entre otros).",Comprensión del Entorno Sociocultural,"Explorar utensilios domésticos y objetos tecnológicos que forman parte de su vida cotidiana, tales como: pocillos, envases de botellas, escobas, cucharas, teléfonos, entre otros, utilizándolos progresivamente en situaciones cotidianas y juegos",Sala Cuna Menor,,1
"Manifiesta reconocer a través de sus gestos y/o balbuceos objetos y personas, asociándolas a los lugares que más frecuenta en su entorno sociocultural.",Comprensión del Entorno Sociocultural,"Reconocer objetos y personas, asociándolos a ciertos lugares, tales como: educadora/ técnico y jardín infantil; mamá/papá y casa; cama y dormir, recinto de cocina y comida, de su entorno sociocultural.",Sala Cuna Menor,,1
"Sonríe cuando un adulto realiza juegos de aparición y desaparición. Ejemplo: mientras el adulto se tapa y destapa con un género y dice“está, no está”, el niño sonríe.",Pensamiento Matemático,"Adquirir la noción de permanencia de objetos y de personas significativas, mediante juegos con diversos objetos de uso cotidiano.",Sala Cuna Menor,,1
Busca objetos que un adulto oculta totalmente frente a su vista.,Pensamiento Matemático,"Adquirir la noción de permanencia de objetos y de personas significativas, mediante juegos con diversos objetos de uso cotidiano.",Sala Cuna Menor,,3
Explora objetos con distintas características que le llaman la atención.,Pensamiento Matemático,"Explorar a través de sus experiencias sensoriales y motrices, atributos de los objetos tales como: tamaño, textura y dureza.",Sala Cuna Menor,,1
"Resuelve problemas en sus juegos. Ejemplo: sacar objetos de un contenedor, entre otros.",Pensamiento Matemático,"Experimentar con los objetos, resolviendo situaciones concretas, tales como: alcanzar objetos, apretar botones en aparatos sonoros, sacar juguetes de contenedores, juntarobjetos, entre otros.",Sala Cuna Menor,,1
Al jugar con algún elemento realiza la acción dentro/afuera,Pensamiento Matemático,"Utilizar en situaciones lúdicas, nociones de ubicación en relación con su propio cuerpo tales como: dentro/fuera; encima/debajo.",Sala Cuna Menor,,1
"Por la ejecusión de sus acciones, demuestra orientarse en secuencias del día a día que realizan en la sala.",Pensamiento Matemático,"Orientarse temporalmente en situaciones cotidianas, siguiendo secuencias breves tales como: antes/después.",Sala Cuna Menor,,1
"Manifiesta gestual, corporalmente y/o de manera verbal que quiere más, mucho....",Pensamiento Matemático,"Emplear cuantificadores (más/menos, mucho/poco), en situaciones cotidianas.",Sala Cuna Menor,,1
"Expresa facial y corporalmente sentimientos, emociones y necesidades. Ejemplo: llora cuando está incómodo, sonríe cuando le gusta algo, abraza para expresar cariño, entre otras.",Identidad y Autonomía,"Expresar vocal, gestual o corporalmente distintas necesidades o emociones (alegría, miedo, pena, entre otras).",Sala Cuna Mayor,,1
Se conforta acurrucándose en los brazos del adulto.,Identidad y Autonomía,Manifestar satisfacción cuando percibe que adultos significativos le expresan afecto,Sala Cuna Mayor,,2
"Responde verbal y/o gestualmente a las emociones expresadas de sus adultos significativos. Por ejemplo: sonríe cuando el adulto le sonríe, hace cariño si el adulto muestra dolor, entre otras.",Identidad y Autonomía,"Reconocer algunas emociones en adultos significativos, reaccionando frente a ellas.",Sala Cuna Mayor,,3
"Explora y se mueve libremente en nuevas situaciones. Por ejemplo, se incorpora en nuevos juegos, entre otras.",Identidad y Autonomía,"Manifestar sus preferencias por algunas situaciones, objetos y juegos.",Sala Cuna Mayor,,4
Se acerca a materiales educativos de su preferencia.,Identidad y Autonomía,"Manifestar interés por nuevas situaciones u objetos, ampliando su campo y repertorio de acción habitual.",Sala Cuna Mayor,,5
"Reacciona a su nombre y a la mención de algunas partes de su cuerpo. Ejemplo: mira cuando mencionan su nombre, toca su cabeza cuando le dicen cabeza , entre otros.",Identidad y Autonomía,"Reconocer algunos rasgos distintivos de su identidad, tales como: su nombre y su imagen física en el espejo",Sala Cuna Mayor,,6
"Realiza algunos intentos para realizar sus prácticas de alimentación, vestuario e higiene, facilitando la labor del adulto. Ejemplo: toma la cuchara, busca su babero, levanta los brazos, deja que le limpien la cara, entre otras.",Identidad y Autonomía,"Incorporar rutinas básicas vinculadas a la alimentación, vigilia, sueño, higiene, y vestuario dentro de un contexto diferente a su hogar y sensible a sus necesidades personales.",Sala Cuna Mayor,,7
"Se relaciona con adultos significativos y pares en situaciones de juego, a través de gestos, vocalizaciones e imitaciones. Ejemplo: entrega un juguete o algo que está comiendo, realiza un gesto para saludar, entre otros.",Convivencia y Ciudadanía,"Interactuar con pares y adultos significativos (a través de gestos y vocalizaciones, entre otros), en diferentes situaciones y juegos.",Sala Cuna Mayor,,1
Disfruta al compartir en juegos y situaciones con sus pares y adultos.,Convivencia y Ciudadanía,"Disfrutar de la cercanía de niños, niñas y adultos en juegos y situaciones cotidianas.",Sala Cuna Mayor,,2
"Ante la presencia de otros niños y niñas, realiza acciones como observar con atención lo que hacen, hacerles cariño si lloran, entregar un juguete que estén mirando, entre otras.",Convivencia y Ciudadanía,"Manifestar interés por lo que le sucede a otros niños y niñas, a través de acciones tales como: abrazar a quien está llorando, hacer cariños, entre otros.",Sala Cuna Mayor,,3
"Se interesa en celebraciones de su entorno a través de acciones como observar lo que ocurre, reír, jugar dentro de esa actividad, entre otras.",Convivencia y Ciudadanía,Manifestar interés por participar en celebraciones de su entorno significativo.,Sala Cuna Mayor,,4
"Actúa según las normas de convivencia de su grupo en distintas situaciones cotidianas. Ejemplo: colabora guardando juguetes, saluda al llegar, entre otras.",Convivencia y Ciudadanía,"Practicar algunas normas de convivencia, tales como: sentarse en su silla para almorzar, saludar, despedirse, y colaborar en acciones cotidianas",Sala Cuna Mayor,,5
"Cambia su comportamiento ante advertencias sobre riesgos o conductas inapropiadas. Por ejemplo: se detiene cuando el adulto le advierte de un peligro, presta un juguete luego de que un adulto le indica que se debe compartir, entre otras.",Convivencia y Ciudadanía,"Manifestar disposición para responder positivamente o cambiar su comportamiento, frente a requerimientos del adulto, asociados a su seguridad y bienestar.",Sala Cuna Mayor,,6
"Demuestra comodidad y sonríe cuando el adulto atiende sus necesidades corporales y/o lo deja moverse libremente. Ejemplo: cuando el adulto lo muda, cuando lo deja en la colchoneta, entre otros.",Corporalidad y movimiento,"Manifestar su agrado, al sentirse cómodo, seguro y contenido corporalmente.",Sala Cuna Mayor,,1
"Nombra o señala las partes del cuerpo en distintas situaciones lúdicas. Ejemplo: señala las partes del cuerpo mientras baila la canción danza cabeza-hombro-pierna y pie , reconoce el ombligo en una muñeca, entre otras.",Corporalidad y movimiento,"Descubrir partes de su cuerpo y algunas de sus características físicas, a través de diversas experiencias sensoriomotrices.",Sala Cuna Mayor,,2
Demuestra satisfacción al moverse libremente en situaciones cotidianas y de juego.,Corporalidad y movimiento,Manifestar interés y satisfacción al moverse libremente en situaciones cotidianas y lúdicas.,Sala Cuna Mayor,,3
Este indicador NO está considerado con el OA en este nivel(Está considerado,Corporalidad y movimiento,"Ampliar sus posibilidades de exploración sensoriomotriz, adquiriendo control de la prensión palmar voluntaria (toma objetos, se pasa objetos de una mano a otra, entre otros) y la postura sedente",Sala Cuna Mayor,,4
Camina y gira en distintas direcciones sin perder el equilibrio.,Corporalidad y movimiento,"Adquirir desplazamiento gradual en sus distintas formas (girar, reptar, ponerse de pie, caminar), para disfrutar la ampliación de sus posibilidades de movimiento, exploración y juego.",Sala Cuna Mayor,,5
Toma objetos utilizando índice y pulgar en oposición.,Corporalidad y movimiento,"Coordinar movimientos de manipulación ubicando objetos en relación a su propio cuerpo, tales como: acercar objetos pequeños utilizando índice y pulgar en oposición.",Sala Cuna Mayor,,6
"Alterna posturas y movimientos de manera controlada. Por ejemplo: trepa sobre objetos voluminosos, toma y lanza objetos en una dirección determinada, entre otros.",Corporalidad y movimiento,"Explorar la alternancia de posturas y movimientos en acciones tales como: trepar, lanzar objetos o hacer ronda, adquiriendo control gradual de su cuerpo al jugar.",Sala Cuna Mayor,,7
"Utiliza frases con al menos un verbo y un sujeto, sin importar el orden. Ejemplo: cayó auto, tía baño, entre otras.",Lenguaje Verbal,"Expresar oralmente sus emociones y necesidades, a través de balbuceos, vocalizaciones y diversos recursos gestuales.",Sala Cuna Mayor,,1
"Responde a los mensajes verbales, no verbales y para verbales (entonación, pausas y énfasis) que realizan los adultos. Ejemplo: indica el vaso cuando el adulto le pregunta, se ríe cuando el adulto le sonríe, entre otros.",Lenguaje Verbal,"Expresar oralmente sus necesidades e intereses, mediante la combinación de palabras y gestos, el uso de palabra-frase y progresivamente el empleo de frases simples",Sala Cuna Mayor,,2
Identifica la intención comunicativa del adulto de su entorno a través de un lenguaje gestual y corporal.,Lenguaje Verbal,"Identificar progresivamente la intención comunicativa de las distintas personas de su entorno a partir de sus expresiones verbales, no verbales y paraverbales.",Sala Cuna Mayor,,3
Comprende mensajes simples en juegos y situaciones comunicativas.,Lenguaje Verbal,"Comprender mensajes simples y breves en juegos y situaciones comunicativas cotidianas, respondiendo en forma gestual y corporal.",Sala Cuna Mayor,,4
"Nombra o señala qué animal, instrumento musical u objeto sonoro es, cuando lo escucha.",Lenguaje Verbal,"Reconocer sonidos de diferentes fuentes sonoras de su entorno cotidiano, tales como objetos, artefactos, instrumentos musicales, animales, naturaleza.",Sala Cuna Mayor,,5
"Utiliza palabras nuevas, de acuerdo a su repertorio lingüístico.",Lenguaje Verbal,"Incorporar nuevas palabras a su repertorio lingüístico para comunicarse con otros, en juegos y conversaciones.",Sala Cuna Mayor,,6
"Explora, manipula y mira con atención textos gráficos de su interés (libros, cuentos, dibujos, revistas, láminas, entre otros).",Lenguaje Verbal,"Disfrutar de distintos textos gráficos (libros de cuentos, láminas, entre otros) al manipularlos y observar sus imágenes",Sala Cuna Mayor,,7
"Nombra o señala personajes, objetos y situaciones de un texto que le leyeron. Ejemplo: indica dónde está el león en el libro Zoo, entre otros.",Lenguaje Verbal,"Comprender progresivamente, a partir de la escucha atenta, algunos contenidos explícitos de textos literarios y no literarios, respondiendo preguntas simples, en forma oral o gestual (¿qué es?, ¿quién es?, ¿dónde está?)",Sala Cuna Mayor,,8
"Produce sonidos con instrumentos musicales de manera autónoma o por imitación. Ejemplo: la agente educativa golpea dos veces el pandero; el niño golpea dos veces el pandero, entre otros.",Lenguaje Artístico,"Producir sonidos con su voz, su cuerpo y diversos objetos sonoros, en forma espontánea o por imitación.",Sala Cuna Mayor,,2
"Imita sonidos, gestos, movimientos de animales.",Lenguaje Artístico,"Imitar gestos, movimientos, sonidos de su entorno significativo, a través de diversos medios.",Sala Cuna Mayor,,3
"Comunica gestual o corporalmente sus preferencias por canciones, elementos visuales o escénicos. Ejemplo: indica que quiere usar un antifaz a partir de lo visto en una obra de teatro, se queda mirando detenidamente algunas fotografías, aplaude cuando escucha una canción, entre otras.",Lenguaje Artístico,"Manifestar sus preferencias por recursos expresivos presentes en piezas musicales, visuales, y escénicas, a través de gestos, movimientos, palabras, entre otros.",Sala Cuna Mayor,,4
"Realiza movimientos corporales mientras escucha una canción, intentando seguir el ritmo. Ejemplo: baila, aplaude, entre otros.",Lenguaje Artístico,"Expresar corporalmente las emociones y sensaciones que le provocan algunas piezas musicales, bailando, cantando e intentando seguir el ritmo",Sala Cuna Mayor,,5
Pinta o realiza sus primeros trazos y/o barridos con materiales de su preferencia.,Lenguaje Artístico,"Experimentar sus posibilidades de expresión plástica a través de diversos recursos, produciendo sus primeros garabateos espontáneos.",Sala Cuna Mayor,,6
"Muestra, manipula o consulta por elementos y fenómenos de la naturaleza. Ejemplo: llama la atención de la tía por la neblina, escucha el sonido del viento, indica que quiere jugar bajo la lluvia, entre otros.",Exploración del Entorno Natural,"Manifestar curiosidad y asombro por algunos elementos, situaciones y fenómenos que ocurren en su entorno natural cercano, tales como: arena, lluvia, viento, entre otros.",Sala Cuna Mayor,,1
"Nombra o señala elementos de la naturaleza presentes en su entorno (animales, plantas, montañas, desiertos, entre otros).",Exploración del Entorno Natural,"Reconocer algunos elementos representativos de su entorno natural, tales como: animales, plantas, ríos, cerros, desierto.",Sala Cuna Mayor,,2
"Juega con objetos de la naturaleza presentes en su entorno. Ejemplo: mezcla agua con arena, colecciona hojas secas, realiza caminos con piedras, entre otros.",Exploración del Entorno Natural,"Explorar su entorno, observando, manipulando y experimentando con diversos materiales de su interés, tales como: mezclar agua con tierra, recoger hojas o ramas, trasladar piedras, hacer huellas.",Sala Cuna Mayor,,3
"Nombra o señala características de animales de su entorno. Ejemplo: señala el cuello largo de la jirafa, dice el color de un perro, entre otros.",Exploración del Entorno Natural,"Descubrir características de animales al observarlos en forma directa, en textos y en imágenes.",Sala Cuna Mayor,,4
"Ayuda en actividades para cuidar la naturaleza. Ejemplo: regar, recoger hojas, entre otras.",Exploración del Entorno Natural,"Colaborar en actividades sencillas de cuidado de la naturaleza, tales como: regar, recoger hojas, trasladar ramitas, entre otras.",Sala Cuna Mayor,,5
"Juega realizando gestos y actividades cotidianas de personas de su entorno. Ejemplo: juega a limpiar con un paño, entre otros.",Comprensión del Entorno Sociocultural,Imitar gestos y acciones que realizan personas de su entorno cercano.,Sala Cuna Mayor,,1
"Realiza acciones asociadas a actividades habituales del jardín. Ejemplo: busca su mochila cuando llegan a buscarlo, deja la mamadera sobre la bandeja cuando termina de comer, entre otras.",Comprensión del Entorno Sociocultural,"Identificar algunas actividades habituales que se realizan en su vida cotidiana, tales como: preparación de alimentos, rutinas antes de dormir, entre otras.",Sala Cuna Mayor,,2
"Canta, baila y juega con repertorios que son parte de su cotidianeidad. Ejemplo: canta la vaca lola, baila la gallina turuleca, entre otras.",Comprensión del Entorno Sociocultural,"Manifestar interés por canciones, juegos y bailes que forman parte de su cotidianeidad.",Sala Cuna Mayor,,3
